,username,to,text,date,retweets,favorites,mentions,hashtags,geo,new date
1218989256204525568,Azeria64Azeria,,Alerte épidémiologique pour le nouveau #coronavirus chinois #nCoV-2019 https://www.intramed.net/contenidover.asp?contenidoid=95386,2020-01-19 20:11:01+00:00,0,0,,#coronavirus #nCoV,,2020-1-19
1218989006307749888,PneumoniaWuhan,,Wuhan Municipal Health Committee - the big jump in cases in easy to read format http://dlvr.it/RNLvMh #chinapneumonia #coronavirus #nCov2019,2020-01-19 20:10:01+00:00,1,1,,#chinapneumonia #coronavirus #nCov2019,,2020-1-19
1218988613603643394,LeoUzych,,#Coronavirus New virus in #China requires international control effort,2020-01-19 20:08:27+00:00,0,0,,#Coronavirus #China,,2020-1-19
1218988493600325632,Goatys_News,BreakingNAgency,#Daxing #China #Coronavirus #Pneumonia #Infection #Fevers #Coughs #Fevers #Fatigue #PublicHealth #Health #nCoV2019 #2019nCoV #InfectiousDisease #Medicine #News/ cc @WHO,2020-01-19 20:07:59+00:00,1,0,@WHO,#Daxing #China #Coronavirus #Pneumonia #Infection #Fevers #Coughs #Fevers #Fatigue #PublicHealth #Health #nCoV2019 #2019nCoV #InfectiousDisease #Medicine #News,,2020-1-19
1218988073352077314,RebeccaRambar,,"#Chine Quatre-vingt-dix cas suspects ont été signalés à #HongKong. 2 personnes à Pékin et 1 à Shenzhen ont également été testées positives pour le nouveau #Coronavirus, ce qui en fait les premiers cas confirmés en dehors de #Wuhan. #China #Pneumonia #Virus",2020-01-19 20:06:19+00:00,3,5,,#Chine #HongKong #Coronavirus #Wuhan #China #Pneumonia #Virus,,2020-1-19
1218988058818772992,NewsAlertUK_,,"#BREAKING Three people test positive for coronavirus in Shenzhen, making it the first confirmed case outside of Wuhan. #Coronavirus #Wuhan #Shenzhen",2020-01-19 20:06:15+00:00,1,0,,#BREAKING #Coronavirus #Wuhan #Shenzhen,,2020-1-19
1218987262698033159,JohnBasham,,"BREAKING: The Chinese City of #Wuhan reports 136 new cases of a mutated type of a highly infectious #coronavirus. This brings the official total in that city to near 200, adfiutional sporadic cases now being reported outside #Wuhan. #WuhanPneumonia #WuhanCluster #China",2020-01-19 20:03:05+00:00,23,19,,#Wuhan #coronavirus #Wuhan #WuhanPneumonia #WuhanCluster #China,,2020-1-19
1218986394380656645,Azeria64Azeria,Fla_Medic,Premier cas de #pneumonie à nouveau #coronavirus #nCoV-2019 à Guangdong,2020-01-19 19:59:38+00:00,0,0,,#pneumonie #coronavirus #nCoV,,2020-1-19
1218986257184886784,EmmaNYTimes,,#Virologie #Coronavirus #Alerte #SantéPublique @MinSoliSante 90 cas recensés sur le territoire de #HongKong @libe: #Virus en #Chine : l'inquiétude monte. https://www.liberation.fr/planete/2020/01/19/virus-en-chine-l-inquietude-monte_1773909 via @GoogleNews,2020-01-19 19:59:06+00:00,1,1,@MinSoliSante @libe @googlenews,#Virologie #Coronavirus #Alerte #Sant #HongKong #Virus #Chine,,2020-1-19
1218985616324431872,PneumoniaWuhan,,Preparedness and proactive infection control measures against the emerging Wuhan coronavirus pneumonia in China - ScienceDirect http://dlvr.it/RNLsqs #chinapneumonia #coronavirus #nCov2019,2020-01-19 19:56:33+00:00,8,5,,#chinapneumonia #coronavirus #nCov2019,,2020-1-19
1218985550952247297,XavierAbadMdG,pjriverag,"Un bon resum cronològic de la progressió de #coronavirus de #Wuhan...encara que penseu que fa quatre dies, els primers casos són de mitjans de desembre; per tant les exposicions són prèvies i el focus estava actiu a començaments de desembre. #pneumonia #salutpublica",2020-01-19 19:56:17+00:00,4,3,,#coronavirus #Wuhan #pneumonia #salutpublica,,2020-1-19
1218985480882139136,Goatys_News,BreakingNAgency,#Wuhan #China #Coronavirus #Pneumonia #Infection #Fevers #Coughs #Fevers #Fatigue #PublicHealth #Health #nCoV2019 #2019nCoV #InfectiousDisease #Medicine #News/ cc @WHO,2020-01-19 19:56:00+00:00,0,0,@WHO,#Wuhan #China #Coronavirus #Pneumonia #Infection #Fevers #Coughs #Fevers #Fatigue #PublicHealth #Health #nCoV2019 #2019nCoV #InfectiousDisease #Medicine #News,,2020-1-19
1218984986767953922,dilucymerchan,ZulmaCucunuba,Interesante hilo para entender mejor el brote de #coronavirus en China ,2020-01-19 19:54:03+00:00,0,0,,#coronavirus,,2020-1-19
1218984883349049344,XavierAbadMdG,bylenasun,"Correcte, poc més de 50 casos en 3 setmanes i ARA el triple de casos els dos darrers dies; molt biaix diagnòstic cal per explicar això. Per altra banda, continua sent un virus benigne; taxa de mortalitat inferior al 2% casos clínics. #coronavirus #pneumonia #Wuhan",2020-01-19 19:53:38+00:00,0,0,,#coronavirus #pneumonia #Wuhan,,2020-1-19
1218984332578238475,XavierAbadMdG,hayesluk,"Doncs sí, si cada dia hi ha més nous casos que l'anterior, i ja portem 200 casos totals, i tres morts, o tenim una infecció molt estesa que ara, a força de cercar, trobem (pq si cerques, trobes) o tenim una propagació #H2H accelerant-se. #coronavirus #pneumonia #Wuhan",2020-01-19 19:51:27+00:00,0,0,,#H2H #coronavirus #pneumonia #Wuhan,,2020-1-19
1218980937846882307,bylenasun,,"Big surge in new #coronavirus cases in #Wuhan in last 2 days. Total Wuhan cases: 198 cases as of 1/19 22:00; 66 male, 70 female. Ages 25 to 89. 33 cases severe, 3 critical incl one new death. 2 cases reported in Beijing. So 200 cases reported in China. http://wjw.wuhan.gov.cn/front/web/showDetail/2020012009077",2020-01-19 19:37:57+00:00,6,8,,#coronavirus #Wuhan,,2020-1-19
1218980841977794560,RaquelMedialdea,hayesluk,"This looks quite worrying In just two days there have been 136 newly confirmed cases of the novel #coronavirus (#nCoV2019) in #Wuhan (China) Confirmed cases also reported in #Japan, #Thailand and #Shenzhen (near Hong Kong) Info from @WHO here: https://www.who.int/health-topics/coronavirus #nCoV",2020-01-19 19:37:34+00:00,6,12,@WHO,#coronavirus #nCoV2019 #Wuhan #Japan #Thailand #Shenzhen #nCoV,,2020-1-19
1218980822323093505,TravelSafeAus,CNN,#AustralianChinese travelling for #ChineseNewYear2020 beware of a new virus in #China with potential to spread easily and affect thousands @dfat @XHNews @ChinaDaily #PRC #coronavirus ,2020-01-19 19:37:30+00:00,1,0,@dfat @XHNews @ChinaDaily,#AustralianChinese #ChineseNewYear2020 #China #PRC #coronavirus,,2020-1-19
1218980541405581317,faithtwitz,BNONews,#china #Wuhan #coronavirus #health #epidemic,2020-01-19 19:36:23+00:00,0,0,,#china #Wuhan #coronavirus #health #epidemic,,2020-1-19
1218979846770036737,lawscomm,,The latest Emergency Management Times! https://paper.li/lawscomm/1326842994?edition_id=94a7c120-3af2-11ea-97ff-0cc47a0d1609 Thanks to @IsmaelAquino @PRhynardPIO @DanMcGarvey #coronavirus #ai,2020-01-19 19:33:37+00:00,1,2,@IsmaelAquino @PRhynardPIO @DanMcGarvey,#coronavirus #ai,,2020-1-19
1218979682210795522,GuoLibrary,GuoLibrary,#WHO emergency report and response: A #Japanese man who had travelled to #Wuhan #China was diagnosed contracting novel #coronavirus. ,2020-01-19 19:32:58+00:00,0,0,,#WHO #Japanese #Wuhan #China #coronavirus,,2020-1-19
1218978642321182720,pjriverag,,#coronavirus #RiesgoEpidemico #HayQueEstarAlertas,2020-01-19 19:28:50+00:00,3,11,,#coronavirus #RiesgoEpidemico #HayQueEstarAlertas,,2020-1-19
1218978247624364033,V2019N,,Follow for #nCoV #nCoV2019 #coronavirus info: @FluTrackers @Fla_Medic @Laurie_Garrett @WHOWPRO @greg_folkers @Crof @hayesluk @arambaut @MattFrieman @MackayIM @HelenBranswell @CIDRAP @alexandraphelan,2020-01-19 19:27:16+00:00,20,32,@FluTrackers @Fla_Medic @Laurie_Garrett @WHOWPRO @greg_folkers @Crof @hayesluk @arambaut @MattFrieman @MackayIM @HelenBranswell @CIDRAP @alexandraphelan,#nCoV #nCoV2019 #coronavirus,,2020-1-19
1218977542503161856,hayesluk,,one confirmed case in #shenzhen 66yo M 3rd Jan fever 18th confirmed eventually... #coronavirus #nCoV2019,2020-01-19 19:24:28+00:00,8,13,,#shenzhen #coronavirus #nCoV2019,,2020-1-19
1218977340849643521,GuoLibrary,GuoLibrary,#WHO statement on novel #coronavirus in #Thailand,2020-01-19 19:23:40+00:00,0,0,,#WHO #coronavirus #Thailand,,2020-1-19
1218977087643705345,XavierAbadMdG,,"Es parla molt del #coronavirus de #Wuhan comparant-lo amb el #SARS però, que en sabeu del #SARS? Una entrada de fa molt que explica allò bàsic i permet fer comparances. Comentaris virus-lents (37): Un primer coronavirus que va arribar de l’est.",2020-01-19 19:22:39+00:00,1,0,,#coronavirus #Wuhan #SARS #SARS,,2020-1-19
1218977020857724929,danialvesceiri,,"Esta semana lá no meu Instagram (@danialvesceiri) vou explicar mais sobre o Alerta Global relacionado ao #coronavirus O que é, o que significa e se estamos preparados para este novo alerta global da OMS ",2020-01-19 19:22:23+00:00,2,3,@danialvesceiri,#coronavirus,,2020-1-19
1218976563003158528,hayesluk,FluTrackers,2 cases in #beijing #coronavirus #ncov2019,2020-01-19 19:20:34+00:00,6,9,,#beijing #coronavirus #ncov2019,,2020-1-19
1218975715389005825,GuoLibrary,GuoLibrary,"#Japan confirms case of new #Chinese #coronavirus, spread is 'concerning'. ",2020-01-19 19:17:12+00:00,4,8,,#Japan #Chinese #coronavirus,,2020-1-19
1218974909608747010,DelilahVeronese,,"@WHO: Wash your with and running water when hands are visibly dirty. If your are not visibly dirty, wash them with and water or use an alcohol-based hand cleanser. #coronavirus https://buff.ly/38jbGWk",2020-01-19 19:14:00+00:00,0,0,@WHO,#coronavirus,,2020-1-19
1218974210464284672,CesarM01j,,#Japón confirmó el primer caso de infección por un nuevo #coronavirus con origen en #China que ha matado a una persona y generó una alerta de viaje del Departamento de Estado de #EstadosUnidos.,2020-01-19 19:11:13+00:00,0,0,,#Jap #coronavirus #China #EstadosUnidos,,2020-1-19
1218974204000919554,GuoLibrary,GuoLibrary,3 #Canadian airports will screen air travellers from Wuhan amid the outbreak of new #coronavirus. ,2020-01-19 19:11:12+00:00,0,0,,#Canadian #coronavirus,,2020-1-19
1218974081137238018,XavierAbadMdG,,"El seguiment q faig d'algunes malalties víriques i de temes de #bioseguretat i #biocontenció s'explica en aquesta entrada. Ja sia #coronavirus, #ebola, #pandoravirus, o el virus ""X"" per emergir. Comentaris virus-lents (28): Per què ""m'agraden"" els virus?",2020-01-19 19:10:43+00:00,0,0,,#bioseguretat #biocontenci #coronavirus #ebola #pandoravirus,,2020-1-19
1218973027108564997,Azeria64Azeria,FluTrackers,Bilan des cas de #pneumonie à nouveau #coronavirus #nCoV-2019 en Chine,2020-01-19 19:06:31+00:00,1,0,,#pneumonie #coronavirus #nCoV,,2020-1-19
1218972669497966593,Fla_Medic,,AFD BLog `Wuhan Health Commission: 136 New #Coronavirus Cases Added (Ttl=198)' https://afludiary.blogspot.com/2020/01/wuhan-health-commission-136-new.html,2020-01-19 19:05:06+00:00,2,1,,#Coronavirus,,2020-1-19
1218972515176996866,RebeccaRambar,,"#Chine Les cas de #Pneumonie provoqués par un nouveau type de #Coronavirus dans le centre de #Wuhan sont passés à 198, avec 25 guéris et 3 morts selon l'autorité sanitaire de Wuhan dimanche. #China #Virus https://www.globaltimes.cn/content/1177375.shtml",2020-01-19 19:04:29+00:00,14,10,,#Chine #Pneumonie #Coronavirus #Wuhan #China #Virus,,2020-1-19
1218971731760689155,Chikwe_I,,"The emergence of the novel #coronavirus in Wuhan China and report of cases in Japan and Thailand, has raised concerns in countries. Though the risk of spread to Nigeria is moderate according to @WHO, we remain at alert &amp; continue to strengthen preparedness",2020-01-19 19:01:22+00:00,8,13,@WHO,#coronavirus,,2020-1-19
1218971707291160576,Chikwe_I,,"""The boundaries we hold dear aren't respected by infectious diseases"" The recent emergence of a novel #coronavirus in Wuhan, China &amp; its spread to other countries within weeks reminds us of the threat infectious diseases pose to all countries #NCDCSundayReflections",2020-01-19 19:01:17+00:00,59,105,,#coronavirus #NCDCSundayReflections,,2020-1-19
1218971495835279360,XavierAbadMdG,,"Una entrada de fa prop de 5 anys, que torna a estar vigent; tot brot, els de #coronavirus també, és inicialment confús i té moltes derivades. Comentaris virus-lents (117): Corea del Sud i #MERS; el malson s’està materialitzant.",2020-01-19 19:00:26+00:00,0,0,,#coronavirus #MERS,,2020-1-19
1218971110223548418,globaltimesnews,,"Just In: #Pneumonia cases caused by a new type of #coronavirus in Central China’s #Wuhan have rose to 198, with 25 recovered and 3 dead: Wuhan health authority on Sunday https://www.globaltimes.cn/content/1177375.shtml",2020-01-19 18:58:54+00:00,4,5,,#Pneumonia #coronavirus #Wuhan,,2020-1-19
1218971013322379264,hayesluk,,59 new cases on 18th 77 new cases on 19th 1 new dead case 66 male 70 female 25 yo to 89 yo onset before 18th jan total case :198 thats a #h2h community outbreak i guess #coronavirus ,2020-01-19 18:58:31+00:00,57,81,,#h2h #coronavirus,,2020-1-19
1218969309147361280,greg_folkers,,"#Wuhan Municipal Commission of Health and Health on #pneumonia of new #coronavirus infection, 2020-01-20 02:42:40 -- link to google translation : http://bit.ly/2TrPJ2X",2020-01-19 18:51:45+00:00,4,1,,#Wuhan #pneumonia #coronavirus,,2020-1-19
1218968198235615232,greg_folkers,,"#Wuhan Municipal Commission of Health and Health on pneumonia of new #coronavirus infection, 2020-01-20 02:42:40 / ""198 cases of #pneumonia of new coronavirus infection have been reported in our city"" #WuhanCluster",2020-01-19 18:47:20+00:00,13,13,,#Wuhan #coronavirus #pneumonia #WuhanCluster,,2020-1-19
1218964990318657536,greg_folkers,,Journal of Hospital Infection: Preparedness and proactive infection control measures against the emerging #Wuhan #coronavirus #pneumonia in #China http://bit.ly/2G8JNnu,2020-01-19 18:34:35+00:00,3,3,,#Wuhan #coronavirus #pneumonia #China,,2020-1-19
1218963707314700288,mahmood_saberi,,indian teacher contracts deadly #coronavirus .. being treated..#wuhanflu https://lnkd.in/faqUW9A,2020-01-19 18:29:29+00:00,0,1,,#coronavirus #wuhanflu,,2020-1-19
1218960117200248832,idmicro,MRC_Outbreak,"There have been >60 confirmed cases of the new #coronavirus but UK experts @imperialcollege @mrc_outbreaks estimate 1,700. #virology #publichealth #WuhanPneumonia",2020-01-19 18:15:13+00:00,0,0,@imperialcollege,#coronavirus #virology #publichealth #WuhanPneumonia,,2020-1-19
1218959072982003713,one_whitty,seanhannity,Read the #GOA opinion you #HackJournalist. You both have a lot to learn about #security and how you can improve upon it. #Assassination is not the best way to keep the #MiddleEast stable and #terrorists in line. #patriotsagainst45 #VoteBlueToSaveAmerica #ComplicitGOP #coronavirus,2020-01-19 18:11:04+00:00,0,0,,#GOA #HackJournalist #security #Assassination #MiddleEast #terrorists #patriotsagainst45 #VoteBlueToSaveAmerica #ComplicitGOP #coronavirus,,2020-1-19
1218958715346399232,madg_lulu22,,Canadian airports screening travellers from central China due to #coronavirus Novel Coronavirus (2019-nCoV) outbreak Symptoms are similar as SARS (Respiratory pneumonia like symptoms ) it could be fatal #canpoli #ontpoli #healthcare,2020-01-19 18:09:39+00:00,0,1,,#coronavirus #canpoli #ontpoli #healthcare,,2020-1-19
1218956522719449091,fifernand,ZulmaCucunuba,Muy interesante #coronavirus #2019nCoV,2020-01-19 18:00:56+00:00,0,1,,#coronavirus #2019nCoV,,2020-1-19
1218955793392787456,PneumoniaWuhan,,H5N1: China to step up countermeasures as coronavirus outbreak grows http://dlvr.it/RNLbw5 #chinapneumonia #coronavirus #nCov2019,2020-01-19 17:58:02+00:00,0,0,,#chinapneumonia #coronavirus #nCov2019,,2020-1-19
1218955791840903168,PneumoniaWuhan,,"China coronavirus: Beijing breaks its silence, but only to ‘deny rumours’ | South China Morning Post http://dlvr.it/RNLbv4 #chinapneumonia #coronavirus #nCov2019",2020-01-19 17:58:02+00:00,1,1,,#chinapneumonia #coronavirus #nCov2019,,2020-1-19
1218955788309286912,PneumoniaWuhan,,"H5N1: China coronavirus: Beijing breaks its silence, but only to ‘deny rumours’ http://dlvr.it/RNLbsX #chinapneumonia #coronavirus #nCov2019",2020-01-19 17:58:01+00:00,0,0,,#chinapneumonia #coronavirus #nCov2019,,2020-1-19
1218955666691411968,mrdphd,,"The clinical signs and symptoms reported are mainly fever, with a few cases having difficulty in breathing, and chest radiographs show invasive #pneumonic infiltrates in both #lungs. Story already outdated. #MSL #medicalaffairs #coronavirus #epidemiology https://buff.ly/2FIahw7",2020-01-19 17:57:32+00:00,0,0,,#pneumonic #lungs #MSL #medicalaffairs #coronavirus #epidemiology,,2020-1-19
1218955130973765632,News18Kerala,,ചൈനയിലെ അജ്ഞാത രോഗം; ചികിത്സയിൽ കഴിയുന്നവരിൽ ഇന്ത്യൻ അധ്യാപികയും #China #coronavirus ,2020-01-19 17:55:24+00:00,1,0,,#China #coronavirus,,2020-1-19
1218952789402865664,wbpsconline,,Indian Female School Teacher Is First Foreigner Infected With Deadly Pneumonia Virus in China #Pneumonia #China #Coronavirus #ViralPneumonia #WHO,2020-01-19 17:46:06+00:00,1,1,,#Pneumonia #China #Coronavirus #ViralPneumonia #WHO,,2020-1-19
